gene	min_CLR	scan_n	mean_emp_p	orthogroup	ortho_size
Ha412HOChr01:10493031-10496675	10.544153	5	0.508941027266963	OG0004818	4
Ha412HOChr01:104998110-105002615	1.542539	6	0.888839568801522	OG0001887	6
Ha412HOChr01:105797613-105799150	1.991794	2	0.947273303741281	OG0008380	1
Ha412HOChr01:106053474-106064997	1.551083	13	0.758750792644261	OG0003680	3
Ha412HOChr01:10650483-10661088	3.590466	12	0.267216233354471	OG0006589	2
Ha412HOChr01:10662374-10667607	4.830114	7	0.07714013950539	OG0004418	1
Ha412HOChr01:10671639-10678298	7.085696	7	0.268484464172479	OG0009216	2
Ha412HOChr01:10682244-10687873	2.930587	7	0.20288522511097	OG0013973	1
Ha412HOChr01:10688671-10690253	2.74512	2	0.879391249207356	OG0000748	5
Ha412HOChr01:106933682-106944552	0	12	0.951997463538364	OG0000869	3
Ha412HOChr01:107311286-107323133	1.130765	13	0.650919467343056	OG0000869	3
Ha412HOChr01:107451397-107457841	0	8	0.773430564362714	OG0008318	1
Ha412HOChr01:107653559-107658057	1.650625	5	0.935098287888396	OG0003146	3
Ha412HOChr01:107662253-107667144	3.472262	6	0.760938490805327	OG0014597	9
Ha412HOChr01:107672974-107680235	1.501322	8	0.916740646797717	OG0009565	1
Ha412HOChr01:107723875-107727127	5.187554	4	0.0479074191502854	OG0009413	1
Ha412HOChr01:10772770-10779278	4.55499	7	0.501585288522511	OG0008394	1
Ha412HOChr01:107747651-107750930	4.067527	4	0.0645846544071021	OG0009781	2
Ha412HOChr01:107756921-107760340	13.559477	4	0.446892834495878	OG0026944	2
Ha412HOChr01:107760342-107761984	4.803126	3	0.770798985415346	OG0022544	3
Ha412HOChr01:10781535-10783095	6.734898	3	0.537571337983513	OG0005743	3
Ha412HOChr01:10784875-10786079	9.78256	2	0.678979074191503	OG0005743	3
Ha412HOChr01:107961887-107970872	1.364983	10	0.196195307545973	OG0009254	1
Ha412HOChr01:108576128-108579207	1.850246	4	0.944039315155358	OG0002626	3
Ha412HOChr01:109196558-109196860	23.196236	1	0.279613189600507	OG0008304	2
Ha412HOChr01:109224499-109228199	2.673499	5	0.807577679137603	OG0001131	5
Ha412HOChr01:109296399-109299208	1.56736	4	0.86569435637286	OG0001131	5
Ha412HOChr01:1094685-1095215	10.510963	1	0.654502219403931	OG0011497	2
Ha412HOChr01:109777510-109783315	2.114226	7	0.297780596068484	OG0009711	1
Ha412HOChr01:109795246-109802284	2.17724	8	0.707672796448954	OG0004050	2
Ha412HOChr01:109803429-109803991	1.945267	2	0.858243500317058	OG0013890	1
Ha412HOChr01:109805691-109808121	2.589683	3	0.753297400126823	OG0007883	1
Ha412HOChr01:109813664-109820047	1.262111	7	0.914616360177552	OG0005883	1
Ha412HOChr01:1098313-1100904	4.03445	4	0.430944831959417	OG0007593	2
Ha412HOChr01:110072522-110073840	2.877604	3	0.9356689917565	OG0020108	3
Ha412HOChr01:110072605-110073914	2.902487	2	0.934559289790742	OG0015743	6
Ha412HOChr01:1101039-1102214	10.860132	2	0.539346861128725	OG0014992	1
Ha412HOChr01:110379332-110383193	3.220132	5	0.437856689917565	OG0017778	5
Ha412HOChr01:110404113-110405513	53.706772	2	0.057006975269499	OG0017779	5
Ha412HOChr01:110421969-110423887	5.93543	3	0.729740012682308	OG0022545	3
Ha412HOChr01:110468363-110472407	6.883902	5	0.599270767279645	OG0002543	3
Ha412HOChr01:110482175-110483730	5.291592	3	0.756119213696893	OG0004652	3
Ha412HOChr01:110483732-110485452	8.899894	2	0.715440710209258	OG0019976	3
Ha412HOChr01:110495677-110498595	0	4	0.312999365884591	OG0022545	3
Ha412HOChr01:110567831-110575474	3.252622	8	0.447939124920736	OG0001400	3
Ha412HOChr01:110680204-110685328	1.725392	6	0.933956880152188	OG0012505	1
Ha412HOChr01:110754190-110757700	8.404249	5	0.355294863665187	OG0002494	4
Ha412HOChr01:110889779-110893380	2.131138	4	0.169340519974635	OG0013140	4
Ha412HOChr01:110984784-110988103	4.211717	4	0.313570069752695	OG0013140	4
Ha412HOChr01:11115263-11122402	4.671938	8	0.280596068484464	OG0002780	2
Ha412HOChr01:111195047-111199362	1.646029	5	0.602346227013316	OG0013140	4
Ha412HOChr01:1112616-1116435	3.777536	4	0.903741280913126	OG0003108	3
Ha412HOChr01:111372336-111374375	1.79888	3	0.940139505389981	OG0013140	4
Ha412HOChr01:111532648-111543720	1.869211	12	0.7714648065948	OG0001808	3
Ha412HOChr01:11199181-11204350	4.770496	6	0.224952441344325	OG0008336	2
Ha412HOChr01:112186554-112190612	2.243632	5	0.932054533925174	OG0008551	1
Ha412HOChr01:11221259-11226574	13.381185	7	0.111350665821179	OG0026904	2
Ha412HOChr01:112680109-112686057	1.873125	7	0.634083703233989	OG0009419	3
Ha412HOChr01:112717442-112720004	3.845645	4	0.519816106531389	OG0022546	1
Ha412HOChr01:112788793-112790104	3.642675	2	0.815535827520609	OG0020109	4
Ha412HOChr01:112793655-112797273	2.797077	4	0.379549778059607	OG0003158	2
Ha412HOChr01:112929604-112931853	15.492027	3	0.0283449587824984	OG0004304	3
Ha412HOChr01:112932945-112936259	105.33812	4	0.012999365884591	OG0020110	4
Ha412HOChr01:112984826-112986677	5.171674	3	0.788300570703868	OG0014032	1
Ha412HOChr01:112987333-112988264	3.403267	2	0.873779327837666	OG0012899	1
Ha412HOChr01:112990502-112996322	1.622936	7	0.814394419784401	OG0003982	1
Ha412HOChr01:113221234-113224043	49.599918	4	0.0308814204185162	OG0002191	5
Ha412HOChr01:113224770-113226738	49.599918	3	0.0147431832593532	OG0017780	5
Ha412HOChr01:113406044-113409928	3.77886	5	0.449239061509195	OG0010419	1
Ha412HOChr01:113410975-113418299	1.406566	8	0.945085605580216	OG0006969	3
Ha412HOChr01:113622593-113624006	16.481375	2	0.389695624603678	OG0001307	5
Ha412HOChr01:113622744-113623987	16.481375	2	0.389663918833228	OG0022547	1
Ha412HOChr01:113649317-113651994	1.329023	4	0.946258719086874	OG0010326	1
Ha412HOChr01:113716496-113719587	2.200206	5	0.740234622701332	OG0022548	3
Ha412HOChr01:11372541-11377236	7.732115	5	0.647748890298034	OG0002187	3
Ha412HOChr01:113790094-113794351	0	5	0.940646797717185	OG0022549	3
Ha412HOChr01:11380646-11386767	0	7	0.0975586556753329	OG0004113	3
Ha412HOChr01:113862194-113871261	4.093736	10	0.186461636017755	OG0003324	3
Ha412HOChr01:113895736-113899916	2.449918	5	0.540202916930881	OG0005135	4
Ha412HOChr01:113908707-113912740	0	5	0.668738110336081	OG0005135	4
Ha412HOChr01:113972551-113984482	1.508381	12	0.835795814838301	OG0010098	1
Ha412HOChr01:114109285-114112187	3.062647	4	0.755168040583386	OG0001571	4
Ha412HOChr01:114286815-114288409	15.206038	2	0.301870640456563	OG0005937	2
Ha412HOChr01:114291680-114298447	2.634757	7	0.802155992390615	OG0000809	7
Ha412HOChr01:114330529-114334564	1.932071	6	0.872542802790108	OG0005937	2
Ha412HOChr01:114336103-114337868	7.453488	3	0.042707672796449	OG0010514	1
Ha412HOChr01:114339342-114342468	2.427859	4	0.928123018389347	OG0003786	3
Ha412HOChr01:114603463-114606672	3.634066	5	0.801712111604312	OG0001789	4
Ha412HOChr01:114607672-114611062	1.425181	4	0.739727330374128	OG0010642	1
Ha412HOChr01:114615569-114615982	4.799353	1	0.889537095751427	OG0000582	7
Ha412HOChr01:114689516-114694188	3.159079	6	0.785256816740647	OG0005659	3
Ha412HOChr01:114860772-114862495	40.358494	2	0.101046290424857	OG0020111	4
Ha412HOChr01:11498733-11501332	7.190689	3	0.0681991122384274	OG0000087	9
Ha412HOChr01:115389604-115390569	4.57386	2	0.849334178820545	OG0001377	5
Ha412HOChr01:115595252-115597219	2.01493	3	0.94708306911858	OG0001377	5
Ha412HOChr01:115673479-115676423	7.432531	4	0.0227330374128091	OG0002457	2
Ha412HOChr01:115678247-115696261	1.530777	19	0.418262523779328	OG0001601	4
Ha412HOChr01:115770391-115779110	1.430102	10	0.80862396956246	OG0006683	2
Ha412HOChr01:115974061-115976684	0	4	0.691597970830691	OG0007392	2
Ha412HOChr01:116164647-116171854	1.752109	8	0.390234622701332	OG0000353	10
Ha412HOChr01:116167591-116172587	1.752109	6	0.354121750158529	OG0008530	1
Ha412HOChr01:116243049-116246500	1.776954	4	0.471655041217502	OG0013866	1
Ha412HOChr01:116252995-116261772	1.924997	10	0.703487634749524	OG0007457	2
Ha412HOChr01:116497135-116500332	1.972802	4	0.894610019023462	OG0001676	5
Ha412HOChr01:11665824-11669719	8.214365	5	0.596766011414077	OG0026905	2
Ha412HOChr01:116728810-116730857	1.270026	3	0.932466708941027	OG0001276	2
Ha412HOChr01:116731732-116735495	2.036799	4	0.0586556753329106	OG0010764	1
Ha412HOChr01:117094350-117097770	1.456718	5	0.760684844641725	OG0019753	1
Ha412HOChr01:117135560-117139011	1.861506	4	0.849651236525048	OG0004467	1
Ha412HOChr01:117148047-117157207	3.60061	10	0.372701331642359	OG0008448	2
Ha412HOChr01:117161054-117162382	3.680808	2	0.816106531388713	OG0000745	3
Ha412HOChr01:117164190-117168803	1.773504	6	0.9	OG0015426	1
Ha412HOChr01:117237132-117238347	10.222398	2	0.59422954977806	OG0000384	1
Ha412HOChr01:117341683-117344035	3.613186	3	0.431230183893469	OG0021659	2
Ha412HOChr01:117381728-117383385	16.946825	2	0.340646797717185	OG0004891	3
Ha412HOChr01:117466326-117467510	29.769253	2	0.0129359543436906	OG0026945	2
Ha412HOChr01:117469291-117470769	5.039536	3	0.528281547241598	OG0007483	2
Ha412HOChr01:117480106-117481939	8.025446	3	0.332181357006975	OG0001575	2
Ha412HOChr01:117482579-117495251	3.113106	13	0.332593532022828	OG0012265	1
Ha412HOChr01:117628925-117636290	3.585301	8	0.196417247939125	OG0009843	2
Ha412HOChr01:118042551-118044331	3.057751	2	0.48005707038681	OG0022550	1
Ha412HOChr01:118042597-118043364	27.294138	1	0.214489537095751	OG0003204	5
Ha412HOChr01:118266953-118274541	3.102174	9	0.337507926442613	OG0020112	1
Ha412HOChr01:118309861-118330989	1.855649	22	0.180564362714014	OG0000773	3
Ha412HOChr01:118512476-118518450	1.686893	7	0.784178820545339	OG0002448	8
Ha412HOChr01:118624675-118633140	1.722282	9	0.640171211160431	OG0001204	4
Ha412HOChr01:118643423-118643822	7.755283	2	0.283703233988586	OG0026946	2
Ha412HOChr01:118644008-118657015	1.269647	14	0.902187698161065	OG0008201	2
Ha412HOChr01:118697986-118704513	2.507512	7	0.476062143310082	OG0001037	5
Ha412HOChr01:118814875-118816078	3.36544	2	0.280564362714014	OG0003042	2
Ha412HOChr01:119043291-119048822	2.60663	7	0.817311350665821	OG0003259	5
Ha412HOChr01:119151726-119152822	2.926668	2	0.843690551680406	OG0003853	3
Ha412HOChr01:119225763-119228559	2.352514	4	0.89708306911858	OG0003007	3
Ha412HOChr01:119247125-119260983	4.5878	15	0.0161699429296132	OG0001492	10
Ha412HOChr01:119491268-119499514	2.788275	9	0.813665187064046	OG0001172	7
Ha412HOChr01:119532346-119536919	1.810075	6	0.51864299302473	OG0001052	4
Ha412HOChr01:119549066-119552596	7.150956	5	0.302473050095117	OG0013740	1
Ha412HOChr01:119578012-119594101	1.626589	17	0.629105897273304	OG0008855	3
Ha412HOChr01:119775264-119775923	8.534678	2	0.347780596068484	OG0017781	5
Ha412HOChr01:119804155-119809695	2.074913	7	0.562270133164236	OG0007849	2
Ha412HOChr01:1198384-1198953	20.38397	2	0.336144578313253	OG0004158	7
Ha412HOChr01:119934769-119936009	24.816519	2	0.190741915028535	OG0001470	9
Ha412HOChr01:119940776-119943428	14.818861	3	0.282656943563729	OG0026947	2
Ha412HOChr01:120080693-120081891	9.117104	2	0.385066582117945	OG0001470	9
Ha412HOChr01:120106847-120108725	2.492409	3	0.940519974635384	OG0001022	2
Ha412HOChr01:120251865-120253783	2.679648	3	0.924508560558022	OG0001829	3
Ha412HOChr01:12034214-12034540	5.059299	2	0.145529486366519	OG0026906	2
Ha412HOChr01:120346180-120350994	2.108822	6	0.790932149651236	OG0000916	1
Ha412HOChr01:120365802-120366631	4.223928	2	0.823018389346861	OG0002269	5
Ha412HOChr01:120366980-120367444	8.719252	1	0.726823081800888	OG0000186	8
Ha412HOChr01:120372054-120372866	10.548123	2	0.265979708306912	OG0000907	1
Ha412HOChr01:120412640-120418516	1.500549	6	0.84137603043754	OG0008888	1
Ha412HOChr01:120622320-120625034	4.005639	4	0.220894102726696	OG0007319	2
Ha412HOChr01:120715343-120719046	4.090536	5	0.841058972733037	OG0003852	3
Ha412HOChr01:120772064-120778447	2.167922	7	0.393341788205453	OG0009431	1
Ha412HOChr01:121287391-121289367	7.411705	3	0.423557387444515	OG0009258	1
Ha412HOChr01:121356227-121357483	2.58965	2	0.374952441344325	OG0000555	6
Ha412HOChr01:121379073-121385194	2.013892	7	0.781610653138871	OG0002031	4
Ha412HOChr01:121399781-121405320	0	6	0.526347495244134	OG0002031	4
Ha412HOChr01:121493860-121501093	2.555857	8	0.556436271401395	OG0007841	2
Ha412HOChr01:121537025-121541913	4.28757	6	0.647875713379835	OG0007841	2
Ha412HOChr01:121760329-121780951	2.151798	22	0.0834812935954344	OG0012762	1
Ha412HOChr01:121873038-121875119	0	3	0.786207989854153	OG0015800	7
Ha412HOChr01:121978369-121983708	2.335087	7	0.649682942295498	OG0011920	1
Ha412HOChr01:121985654-121989969	3.661194	5	0.886525047558656	OG0010612	1
Ha412HOChr01:121992142-121995237	16.388517	4	0.423969562460368	OG0022551	3
Ha412HOChr01:122003689-122007391	2.68629	4	0.92425491439442	OG0015800	7
Ha412HOChr01:122276478-122278036	3.842035	3	0.5928027901078	OG0015800	7
Ha412HOChr01:122551102-122553161	0	3	0.997812301838935	OG0015800	7
Ha412HOChr01:122753632-122754861	0	2	0.955580215599239	OG0008977	7
Ha412HOChr01:122841716-122843758	18.486412	3	0.383703233988586	OG0008977	7
Ha412HOChr01:122977830-122982799	1.753954	6	0.92710843373494	OG0002761	4
Ha412HOChr01:122983871-122987422	1.81709	4	0.835859226379201	OG0016250	1
Ha412HOChr01:123063173-123064800	95.242226	3	0.016423589093215	OG0000811	7
Ha412HOChr01:123229691-123230059	44.329788	1	0.0845275840202917	OG0017782	5
Ha412HOChr01:123302451-123314355	1.474039	13	0.458116677235257	OG0009305	1
Ha412HOChr01:123372136-123377047	2.82594	6	0.706024096385542	OG0008257	1
Ha412HOChr01:123375550-123381496	5.505033	6	0.614965123652505	OG0008251	1
Ha412HOChr01:123571402-123571779	0	2	0.997780596068484	OG0003365	2
Ha412HOChr01:123816963-123821719	2.07678	6	0.902092580849715	OG0004616	3
Ha412HOChr01:123827728-123836505	2.549598	9	0.532593532022828	OG0010337	1
Ha412HOChr01:123860389-123864854	2.189993	6	0.790868738110336	OG0011921	1
Ha412HOChr01:123897521-123900218	4.669491	4	0.867025998731769	OG0002247	4
Ha412HOChr01:123977704-123982243	3.225261	5	0.395909955611921	OG0009721	2
Ha412HOChr01:123993473-123995696	2.103099	4	0.476474318325935	OG0015800	7
Ha412HOChr01:123998966-124000238	4.847727	2	0.817533291058973	OG0015800	7
Ha412HOChr01:124001243-124005022	3.463642	5	0.702599873176918	OG0006682	1
Ha412HOChr01:124007123-124009715	1.997168	4	0.642136968928345	OG0010707	2
Ha412HOChr01:124150058-124155677	3.643562	7	0.588300570703868	OG0002044	3
