gene	min_CLR	scan_n	mean_emp_p	orthogroup	ortho_size
Ha412HOChr00c00274:10573-11575	26.349756	1	0.182282415630551	OG0011465	2
Ha412HOChr00c00298:74-7641	0	1	0.999207054047196	OG0027873	1
Ha412HOChr00c00298:9912-15494	0	5	0.999175336209084	OG0003169	4
Ha412HOChr00c00327:1386-2519	36.418343	2	0.109934026896727	OG0017204	1
Ha412HOChr00c00327:3674-4444	64.887917	2	0.0392349657447348	OG0003314	7
Ha412HOChr00c00327:4985-8245	0	4	0.0654339000253743	OG0003314	7
Ha412HOChr00c00341:11498-12883	27.446815	2	0.171149454453184	OG0010799	2
Ha412HOChr00c00341:16665-18783	0	3	0.299099213397615	OG0022578	3
Ha412HOChr00c00362:6392-8769	0	2	0.999143618370972	OG0014437	2
Ha412HOChr00c00382:1-1527	0	1	0.99911190053286	OG0002443	4
Ha412HOChr00c00387:13683-16408	0	1	0.999080182694748	OG0022877	3
Ha412HOChr00c00399:8931-12357	2.283821	4	0.253869576249683	OG0022899	2
Ha412HOChr00c00447:1847-2863	0	2	0.999048464856635	OG0001630	2
Ha412HOChr00c00455:4613-5089	0	2	0.999016747018523	OG0002970	4
Ha412HOChr00c00459:11697-13000	0	1	0.998985029180411	OG0000533	5
Ha412HOChr00c00461:1601-3730	0	2	0.998953311342299	OG0001843	5
Ha412HOChr00c00485:8368-11820	27.621096	4	0.0680981984267952	OG0027830	2
Ha412HOChr00c00486:2095-2568	0	2	0.998921593504187	OG0003621	3
Ha412HOChr00c00530:5379-5943	60.943249	1	0.0437388987566607	OG0017860	3
Ha412HOChr00c00557:1-908	0	2	0.58643110885562	OG0004699	6
Ha412HOChr00c00584:1-5228	0	5	0.149264146155798	OG0000660	6
Ha412HOChr00c00631:1-2618	0	2	0.998889875666075	OG0002722	5
Ha412HOChr00c00698:3066-8004	0	5	0.806616341030195	OG0000255	1
Ha412HOChr00c00706:5686-6671	39.452045	1	0.0954389748794722	OG0001169	6
Ha412HOChr00c00813:448-822	0	2	0.998858157827963	OG0027761	2
Ha412HOChr00c00880:983-5599	0	2	0.99882643998985	OG0005810	1
Ha412HOChr00c00881:2192-3692	0	1	0.998794722151738	OG0022851	3
Ha412HOChr00c00934:1147-5301	0	2	0.900596295356509	OG0002079	3
Ha412HOChr00c00944:477-4425	0	4	0.572824156305506	OG0014878	3
Ha412HOChr00c00997:232-1074	0	1	0.998763004313626	OG0014881	3
Ha412HOChr00c01149:1167-2632	0	2	0.998731286475514	OG0027707	2
Ha412HOChr00c01226:1055-2336	0	1	0.998699568637402	OG0014396	1
Ha412HOChr00c01226:11-1052	0	1	0.99866785079929	OG0014881	3
Ha412HOChr00c01236:1193-2584	0	2	0.998636132961177	OG0022907	3
Ha412HOChr00c01246:1432-2246	0	2	0.878362090839888	OG0022863	3
Ha412HOChr00c01457:694-1849	0	2	0.998604415123065	OG0015807	7
Ha412HOChr00c01503:1-2014	0	2	0.998572697284953	OG0021835	1
Ha412HOChr00c01662:512-1819	0	2	0.998540979446841	OG0015807	7
Ha412HOChr00c01712:1-1274	0	2	0.998509261608729	OG0027037	2
Ha412HOChr00c01888:126-1634	0	2	0.998477543770617	OG0003599	4
Ha412HOChr00c02064:609-1364	0	2	0.998445825932504	OG0013980	2
Ha412HOChr00c02126:459-1427	0	2	0.998414108094392	OG0000890	6
Ha412HOChr00c02201:1-1471	0	2	0.99838239025628	OG0008264	1
Ha412HOChr00c02318:438-689	0	2	0.998350672418168	OG0017279	2
Ha412HOChr00c02463:1-1373	0	2	0.998318954580056	OG0024536	1
Ha412HOChr00c02657:13-711	0	1	0.998287236741944	OG0002717	4
Ha412HOChr00c02844:1-402	0	2	0.998255518903831	OG0000903	5
Ha412HOChr00c03128:1-873	0	2	0.998223801065719	OG0002008	6
Ha412HOChr00c03269:1-1182	0	2	0.998192083227607	OG0027877	1
Ha412HOChr00c03475:1-819	0	2	0.998160365389495	OG0002392	4
Ha412HOChr00c04267:1-420	0	1	0.998128647551383	OG0007935	2
Ha412HOChr00c04482:211-1027	0	2	0.998096929713271	OG0004555	3
Ha412HOChr00c05184:3-965	0	2	0.998065211875159	OG0002196	4
Ha412HOChr00c05505:267-866	0	2	0.998033494037046	OG0001152	6
Ha412HOChr00c07095:1-519	0	2	0.998001776198934	OG0017853	5
Ha412HOChr00c07215:1-479	0	2	0.997970058360822	OG0002252	5
Ha412HOChr00c09275:1-671	0	2	0.99793834052271	OG0010079	2
Ha412HOChr00c12214:18-595	0	2	0.997906622684598	OG0010282	6
Ha412HOChr00c15259:1-569	0	2	0.997874904846486	OG0022314	1
Ha412HOChr01:100015321-100021145	3.100682	7	0.361297893935549	OG0005571	1
Ha412HOChr01:100574083-100575248	4.593205	2	0.390985790408526	OG0000314	7
Ha412HOChr01:100786575-100789683	0	5	0.997843187008373	OG0022542	3
Ha412HOChr01:100928619-100930738	0	3	0.42549479827455	OG0006124	3
Ha412HOChr01:101202030-101206538	2.947209	5	0.480747272265922	OG0009438	1
Ha412HOChr01:10171628-10172339	5.228898	1	0.809344075107841	OG0014595	9
Ha412HOChr01:101773069-101779363	2.165995	7	0.433995178888607	OG0003351	2
Ha412HOChr01:101916391-101920558	1.817706	5	0.142730271504694	OG0015799	2
Ha412HOChr01:101941690-101949551	0	8	0.211050494798275	OG0013207	1
Ha412HOChr01:101951935-101955754	4.889413	5	0.205753615833545	OG0012984	1
Ha412HOChr01:10200439-10203596	3.074376	4	0.810263892413093	OG0026902	2
Ha412HOChr01:10203598-10204322	6.517725	2	0.736773661507232	OG0026903	2
Ha412HOChr01:102235852-102238293	2.220752	3	0.0317812737883786	OG0005123	1
Ha412HOChr01:102240291-102245088	1.9429	6	0.742768332910429	OG0004991	2
Ha412HOChr01:102376727-102378016	18.070406	2	0.303983760466887	OG0015139	8
Ha412HOChr01:102378196-102378645	18.070406	2	0.303952042628774	OG0015139	8
Ha412HOChr01:102452048-102469793	4.294257	19	0.40798655163664	OG0003454	2
Ha412HOChr01:102470785-102472532	16.708073	2	0.335606445064704	OG0016331	4
Ha412HOChr01:102487944-102494763	3.33902	8	0.725862725196651	OG0011771	1
Ha412HOChr01:102581461-102587216	0	7	0.210955341283938	OG0007680	3
Ha412HOChr01:102598704-102603264	20.609114	5	0.255455468155291	OG0026943	2
Ha412HOChr01:102649771-102656049	6.667065	7	0.170007612281147	OG0026716	1
Ha412HOChr01:102858341-102861653	3.730827	5	0.325266429840142	OG0003746	1
Ha412HOChr01:102863747-102866960	2.32423	4	0.411856127886323	OG0006127	2
Ha412HOChr01:102919232-102921612	32.63839	4	0.13191448870845	OG0017776	5
Ha412HOChr01:102928365-102929036	2.403303	2	0.222278609489977	OG0015602	3
Ha412HOChr01:103040949-103042088	0	2	0.997811469170261	OG0003187	4
Ha412HOChr01:103055235-103057302	0	3	0.943510530322253	OG0003187	4
Ha412HOChr01:103101662-103118853	0	18	0.489659984775438	OG0004301	2
Ha412HOChr01:103656670-103674209	2.196839	18	0.72893935549353	OG0004301	2
Ha412HOChr01:103794903-103795518	22.760244	1	0.224340268967267	OG0001948	2
Ha412HOChr01:104002167-104003393	3.367863	2	0.320572189799543	OG0009484	2
Ha412HOChr01:10405756-10409951	8.175156	5	0.286760974371987	OG0004819	2
Ha412HOChr01:104124004-104131166	1.740277	8	0.682599594011672	OG0010810	2
Ha412HOChr01:104144571-104150504	2.040849	7	0.525088809946714	OG0001406	4
Ha412HOChr01:104151262-104154100	2.313736	4	0.719043390002537	OG0010804	1
Ha412HOChr01:104264270-104266989	0	4	0.997779751332149	OG0017777	5
Ha412HOChr01:104398335-104400801	0	4	0.997748033494037	OG0022543	3
Ha412HOChr01:104715690-104718420	6.727538	3	0.602734077645268	OG0001751	3
Ha412HOChr01:104875349-104878420	2.189863	4	0.167787363613296	OG0009418	1
Ha412HOChr01:104881478-104890852	1.669975	11	0.808963461050495	OG0001750	3
Ha412HOChr01:10493031-10496675	2.227533	5	0.697221517381375	OG0004818	4
Ha412HOChr01:104998110-105002615	1.575449	6	0.873065211875159	OG0001887	6
Ha412HOChr01:105797613-105799150	1.916781	2	0.890668612027404	OG0008380	1
Ha412HOChr01:106053474-106064997	1.530191	13	0.722183455975641	OG0003680	3
Ha412HOChr01:10650483-10661088	5.912729	12	0.164266683582847	OG0006589	2
Ha412HOChr01:10662374-10667607	3.934295	7	0.224911190053286	OG0004418	1
Ha412HOChr01:10671639-10678298	2.991406	7	0.242260847500634	OG0009216	2
Ha412HOChr01:10682244-10687873	2.256565	7	0.173242831768587	OG0013973	1
Ha412HOChr01:10688671-10690253	3.601332	2	0.684597817812738	OG0000748	5
Ha412HOChr01:106933682-106944552	2.628172	11	0.603844201979193	OG0000869	3
Ha412HOChr01:107311286-107323133	1.703092	13	0.796910682567876	OG0000869	3
Ha412HOChr01:107451397-107457841	0	8	0.161285206800305	OG0008318	1
Ha412HOChr01:107653559-107658057	2.594368	6	0.236805379345344	OG0003146	3
Ha412HOChr01:107662253-107667144	1.850994	6	0.857206292819081	OG0014597	9
Ha412HOChr01:107672974-107680235	1.723693	8	0.526040345090079	OG0009565	1
Ha412HOChr01:107723875-107727127	5.375163	4	0.169341537680792	OG0009413	1
Ha412HOChr01:10772770-10779278	2.901544	7	0.531622684597818	OG0008394	1
Ha412HOChr01:107747651-107750930	7.004931	4	0.375222024866785	OG0009781	2
Ha412HOChr01:107756921-107760340	0	4	0.997716315655925	OG0026944	2
Ha412HOChr01:107760342-107761984	0	3	0.471327074346613	OG0022544	3
Ha412HOChr01:10781535-10783095	12.343973	3	0.0903958386196397	OG0005743	3
Ha412HOChr01:10784875-10786079	2.726685	2	0.799099213397615	OG0005743	3
Ha412HOChr01:107961887-107970872	3.099084	10	0.585257548845471	OG0009254	1
Ha412HOChr01:108576128-108579207	5.467615	4	0.250634356762243	OG0002626	3
Ha412HOChr01:109196558-109196860	7.063894	2	0.254884547069272	OG0008304	2
Ha412HOChr01:109224499-109228199	7.106592	5	0.448331641715301	OG0001131	5
Ha412HOChr01:109296399-109299208	3.307454	4	0.065180157320477	OG0001131	5
Ha412HOChr01:1094685-1095215	10.570594	1	0.532701091093631	OG0011497	2
Ha412HOChr01:109777510-109783315	2.73012	7	0.521599847754377	OG0009711	1
Ha412HOChr01:109795246-109802284	3.867071	8	0.336209083988835	OG0004050	2
Ha412HOChr01:109803429-109803991	4.102473	2	0.101655671149454	OG0013890	1
Ha412HOChr01:109805691-109808121	4.424843	3	0.513448363359553	OG0007883	1
Ha412HOChr01:109813664-109820047	2.170032	7	0.873033494037046	OG0005883	1
Ha412HOChr01:1098313-1100904	5.600471	4	0.374651103780766	OG0007593	2
Ha412HOChr01:110072522-110073840	3.487986	3	0.385340015224562	OG0020108	3
Ha412HOChr01:110072605-110073914	3.487986	3	0.38530829738645	OG0015743	6
Ha412HOChr01:1101039-1102214	5.600471	2	0.653324029434154	OG0014992	1
Ha412HOChr01:110379332-110383193	16.356049	5	0.0389177873636133	OG0017778	5
Ha412HOChr01:110404113-110405513	74.993607	2	0.0292438467394062	OG0017779	5
Ha412HOChr01:110421969-110423887	0	3	0.997684597817813	OG0022545	3
Ha412HOChr01:110468363-110472407	0	5	0.621955087541233	OG0002543	3
Ha412HOChr01:110482175-110483730	1.607473	3	0.854510276579548	OG0004652	3
Ha412HOChr01:110483732-110485452	6.878986	2	0.66401294087795	OG0019976	3
Ha412HOChr01:110495677-110498595	66.061424	3	0.00910301953818828	OG0022545	3
Ha412HOChr01:110567831-110575474	3.001206	8	0.297671910682568	OG0001400	3
Ha412HOChr01:110680204-110685328	6.756054	6	0.418104541994418	OG0012505	1
Ha412HOChr01:110754190-110757700	1.822164	5	0.308170515097691	OG0002494	4
Ha412HOChr01:110889779-110893380	0	4	0.805696523724943	OG0013140	4
Ha412HOChr01:110984784-110988103	32.693623	4	0.131407003298655	OG0013140	4
Ha412HOChr01:11115263-11122402	4.565849	8	0.344868053793453	OG0002780	2
Ha412HOChr01:111195047-111199362	2.635239	5	0.622557726465364	OG0013140	4
Ha412HOChr01:1112616-1116435	1.832586	4	0.82361710225831	OG0003108	3
Ha412HOChr01:111372336-111374375	1.959492	3	0.855144633341791	OG0013140	4
Ha412HOChr01:111532648-111543720	1.509414	12	0.472595787871099	OG0001808	3
Ha412HOChr01:11199181-11204350	26.329748	6	0.103749048464857	OG0008336	2
Ha412HOChr01:112186554-112190612	3.403884	6	0.179935295610251	OG0008551	1
Ha412HOChr01:11221259-11226574	0	6	0.449758944430348	OG0026904	2
Ha412HOChr01:112680109-112686057	3.057098	7	0.443891144379599	OG0009419	3
Ha412HOChr01:112717442-112720004	8.385248	4	0.17961811722913	OG0022546	1
Ha412HOChr01:112788793-112790104	9.769478	2	0.104605430093885	OG0020109	4
Ha412HOChr01:112793655-112797273	2.558319	4	0.882009642222786	OG0003158	2
Ha412HOChr01:112929604-112931853	4.66673	4	0.00428190814514083	OG0004304	3
Ha412HOChr01:112932945-112936259	424.777191	4	0.00149073839127125	OG0020110	4
Ha412HOChr01:112984826-112986677	1.652813	3	0.932663029687896	OG0014032	1
Ha412HOChr01:112987333-112988264	2.789609	2	0.860378076630297	OG0012899	1
Ha412HOChr01:112990502-112996322	2.503922	7	0.619734838873382	OG0003982	1
Ha412HOChr01:113221234-113224043	2.473495	4	0.418231413346866	OG0002191	5
Ha412HOChr01:113224770-113226738	7.865735	3	0.069906115199188	OG0017780	5
Ha412HOChr01:113406044-113409928	1.979353	5	0.820540471961431	OG0010419	1
Ha412HOChr01:113410975-113418299	1.439552	8	0.844994925145902	OG0006969	3
Ha412HOChr01:113622593-113624006	3.987766	3	0.240928698299924	OG0001307	5
Ha412HOChr01:113622744-113623987	7.95535	2	0.147075615326059	OG0022547	1
Ha412HOChr01:113649317-113651994	8.796775	4	0.272012179649835	OG0010326	1
Ha412HOChr01:113716496-113719587	4.692172	4	0.0174448109616849	OG0022548	3
Ha412HOChr01:11372541-11377236	2.652273	6	0.229573712255773	OG0002187	3
Ha412HOChr01:113790094-113794351	0	5	0.805981984267952	OG0022549	3
Ha412HOChr01:11380646-11386767	0	7	0.447189799543263	OG0004113	3
Ha412HOChr01:113862194-113871261	4.119876	10	0.0958830246130424	OG0003324	3
Ha412HOChr01:113895736-113899916	1.841148	5	0.529180411063182	OG0005135	4
Ha412HOChr01:113908707-113912740	4.320902	5	0.371923369703121	OG0005135	4
Ha412HOChr01:113972551-113984482	2.22299	13	0.480937579294595	OG0010098	1
Ha412HOChr01:114109285-114112187	4.324445	4	0.462224054808424	OG0001571	4
Ha412HOChr01:114286815-114288409	0	2	0.0154783049987313	OG0005937	2
Ha412HOChr01:114291680-114298447	1.737002	7	0.47776579548338	OG0000809	7
Ha412HOChr01:114330529-114334564	1.939687	5	0.466981730525247	OG0005937	2
Ha412HOChr01:114336103-114337868	6.169132	3	0.266461557980208	OG0010514	1
Ha412HOChr01:114339342-114342468	1.889397	4	0.855778990104034	OG0003786	3
Ha412HOChr01:114603463-114606672	2.073329	5	0.872811469170261	OG0001789	4
Ha412HOChr01:114607672-114611062	3.491694	4	0.504884547069272	OG0010642	1
Ha412HOChr01:114615569-114615982	0	2	0.997652879979701	OG0000582	7
Ha412HOChr01:114689516-114694188	2.739005	6	0.368180664805887	OG0005659	3
Ha412HOChr01:114860772-114862495	86.290588	2	0.0224879472215174	OG0020111	4
Ha412HOChr01:11498733-11501332	3.084033	3	0.819018015732048	OG0000087	9
Ha412HOChr01:115389604-115390569	4.664564	2	0.798940624207054	OG0001377	5
Ha412HOChr01:115595252-115597219	3.216164	3	0.71422227860949	OG0001377	5
Ha412HOChr01:115673479-115676423	4.150793	4	0.391207815275311	OG0002457	2
Ha412HOChr01:115678247-115696261	1.662063	19	0.0735536665820858	OG0001601	4
Ha412HOChr01:115770391-115779110	2.218576	10	0.660682567876174	OG0006683	2
Ha412HOChr01:115974061-115976684	4.715081	4	0.208988835320985	OG0007392	2
Ha412HOChr01:116164647-116171854	5.635476	8	0.403292311596042	OG0000353	10
Ha412HOChr01:116167591-116172587	5.635476	6	0.592774676478051	OG0008530	1
Ha412HOChr01:116243049-116246500	3.338317	4	0.583735092616087	OG0013866	1
Ha412HOChr01:116252995-116261772	4.178811	10	0.392413093123573	OG0007457	2
Ha412HOChr01:116497135-116500332	3.817643	4	0.723230144633342	OG0001676	5
Ha412HOChr01:11665824-11669719	0	5	0.997621162141588	OG0026905	2
Ha412HOChr01:116728810-116730857	3.097214	3	0.791994417660492	OG0001276	2
Ha412HOChr01:116731732-116735495	3.371634	4	0.291899264146156	OG0010764	1
Ha412HOChr01:117094350-117097770	3.999198	5	0.777784826186247	OG0019753	1
Ha412HOChr01:117135560-117139011	3.872906	5	0.582498096929713	OG0004467	1
Ha412HOChr01:117148047-117157207	4.437725	10	0.183360822126364	OG0008448	2
Ha412HOChr01:117161054-117162382	26.065714	2	0.174194366911951	OG0000745	3
Ha412HOChr01:117164190-117168803	2.300251	6	0.496035270235981	OG0015426	1
Ha412HOChr01:117237132-117238347	12.43592	2	0.0811025120527785	OG0000384	1
Ha412HOChr01:117341683-117344035	2.532677	3	0.594582593250444	OG0021659	2
Ha412HOChr01:117381728-117383385	3.586034	2	0.879662522202487	OG0004891	3
Ha412HOChr01:117466326-117467510	12.360088	2	0.00862725196650596	OG0026945	2
Ha412HOChr01:117469291-117470769	4.974929	3	0.666486932250698	OG0007483	2
Ha412HOChr01:117480106-117481939	3.992039	3	0.526896726719107	OG0001575	2
Ha412HOChr01:117482579-117495251	2.792606	14	0.527943415376808	OG0012265	1
Ha412HOChr01:117628925-117636290	2.16542	8	0.520394569906115	OG0009843	2
Ha412HOChr01:118042551-118044331	5.053089	3	0.333132453691956	OG0022550	1
Ha412HOChr01:118042597-118043364	5.053089	2	0.229764019284446	OG0003204	5
Ha412HOChr01:118266953-118274541	1.43363	8	0.8165440243593	OG0020112	1
Ha412HOChr01:118309861-118330989	1.632013	22	0.338112154275565	OG0000773	3
Ha412HOChr01:118512476-118518450	5.575593	7	0.218948236488201	OG0002448	8
Ha412HOChr01:118624675-118633140	1.832477	9	0.795800558233951	OG0001204	4
Ha412HOChr01:118643423-118643822	3.524396	2	0.362154275564578	OG0026946	2
Ha412HOChr01:118644008-118657015	4.04077	14	0.271314387211368	OG0008201	2
Ha412HOChr01:118697986-118704513	3.58603	7	0.324632073077899	OG0001037	5
Ha412HOChr01:118814875-118816078	8.709741	2	0.316290281654402	OG0003042	2
Ha412HOChr01:119043291-119048822	3.550731	7	0.256280131946207	OG0003259	5
Ha412HOChr01:119151726-119152822	3.431444	2	0.0180791677239279	OG0003853	3
Ha412HOChr01:119225763-119228559	9.708213	3	0.100513828977417	OG0003007	3
Ha412HOChr01:119247125-119260983	6.618709	15	0.203755392032479	OG0001492	10
Ha412HOChr01:119491268-119499514	0	9	0.0461494544531845	OG0001172	7
Ha412HOChr01:119532346-119536919	2.157862	6	0.118148946967775	OG0001052	4
Ha412HOChr01:119549066-119552596	6.76875	4	0.291106318193352	OG0013740	1
Ha412HOChr01:119578012-119594101	1.945729	17	0.30182694747526	OG0008855	3
Ha412HOChr01:119775264-119775923	0	2	0.731381629028165	OG0017781	5
Ha412HOChr01:119804155-119809695	4.046759	7	0.249238771885308	OG0007849	2
Ha412HOChr01:1198384-1198953	95.955406	2	0.0183646282669373	OG0004158	7
Ha412HOChr01:119934769-119936009	13.379546	2	0.371003552397869	OG0001470	9
Ha412HOChr01:119940776-119943428	3.710749	3	0.370718091854859	OG0026947	2
Ha412HOChr01:120080693-120081891	9.326164	2	0.48601243339254	OG0001470	9
Ha412HOChr01:120106847-120108725	5.57921	3	0.587985282923116	OG0001022	2
Ha412HOChr01:120251865-120253783	2.386898	3	0.874587668104542	OG0001829	3
Ha412HOChr01:12034214-12034540	3.167491	1	0.906464095407257	OG0026906	2
Ha412HOChr01:120346180-120350994	2.879549	6	0.546466632834306	OG0000916	1
Ha412HOChr01:120365802-120366631	1.782282	2	0.338587921847247	OG0002269	5
Ha412HOChr01:120366980-120367444	31.419455	1	0.139209591474245	OG0000186	8
Ha412HOChr01:120372054-120372866	0	2	0.997589444303476	OG0000907	1
Ha412HOChr01:120412640-120418516	1.621383	6	0.888258056330881	OG0008888	1
Ha412HOChr01:120622320-120625034	3.596726	4	0.108189545800558	OG0007319	2
Ha412HOChr01:120715343-120719046	2.011413	5	0.694208322760721	OG0003852	3
Ha412HOChr01:120772064-120778447	6.448417	7	0.238835320984522	OG0009431	1
Ha412HOChr01:121287391-121289367	5.099921	3	0.471866277594519	OG0009258	1
Ha412HOChr01:121356227-121357483	6.132164	2	0.229415123065212	OG0000555	6
Ha412HOChr01:121379073-121385194	2.124685	7	0.580468155290535	OG0002031	4
Ha412HOChr01:121399781-121405320	2.192881	6	0.695603907637655	OG0002031	4
Ha412HOChr01:121493860-121501093	3.573084	8	0.224403704643491	OG0007841	2
Ha412HOChr01:121537025-121541913	3.204333	6	0.382548845470693	OG0007841	2
Ha412HOChr01:121760329-121780951	1.905799	22	0.50735853844202	OG0012762	1
Ha412HOChr01:121873038-121875119	1.332752	3	0.87956736868815	OG0015800	7
Ha412HOChr01:121978369-121983708	4.147069	7	0.239469677746765	OG0011920	1
Ha412HOChr01:121985654-121989969	4.317429	5	0.707656686120274	OG0010612	1
Ha412HOChr01:121992142-121995237	36.871849	4	0.0905544278102005	OG0022551	3
Ha412HOChr01:122003689-122007391	3.438169	4	0.55829738645014	OG0015800	7
Ha412HOChr01:122276478-122278036	7.904638	3	0.531020045673687	OG0015800	7
Ha412HOChr01:122551102-122553161	4.821941	3	0.0792628774422735	OG0015800	7
Ha412HOChr01:122753632-122754861	4.217132	2	0.491245876681045	OG0008977	7
Ha412HOChr01:122841716-122843758	15.378857	3	0.370908398883532	OG0008977	7
Ha412HOChr01:122977830-122982799	1.723041	6	0.776991880233443	OG0002761	4
Ha412HOChr01:122983871-122987422	3.047876	4	0.66534509007866	OG0016250	1
Ha412HOChr01:123063173-123064800	7.165193	3	0.0693351941131692	OG0000811	7
Ha412HOChr01:123229691-123230059	38.249199	1	0.101243339253996	OG0017782	5
Ha412HOChr01:123302451-123314355	1.764766	13	0.341315655924892	OG0009305	1
Ha412HOChr01:123372136-123377047	4.014827	6	0.456197665567115	OG0008257	1
Ha412HOChr01:123375550-123381496	4.014827	7	0.329326313118498	OG0008251	1
Ha412HOChr01:123571402-123571779	0	2	0.997557726465364	OG0003365	2
Ha412HOChr01:123816963-123821719	2.217017	6	0.613486424765288	OG0004616	3
Ha412HOChr01:123827728-123836505	2.606394	9	0.191639177873636	OG0010337	1
Ha412HOChr01:123860389-123864854	2.965992	6	0.588619639685359	OG0011921	1
Ha412HOChr01:123897521-123900218	2.228995	4	0.733348134991119	OG0002247	4
Ha412HOChr01:123977704-123982243	5.41074	5	0.392888860695255	OG0009721	2
Ha412HOChr01:123993473-123995696	1.792768	4	0.500095153514336	OG0015800	7
Ha412HOChr01:123998966-124000238	7.0987	2	0.0683836589698046	OG0015800	7
Ha412HOChr01:124001243-124005022	5.839215	5	0.511703882263385	OG0006682	1
Ha412HOChr01:124007123-124009715	5.514689	4	0.173782035016493	OG0010707	2
Ha412HOChr01:124150058-124155677	2.685838	7	0.317907891398122	OG0002044	3
Ha412HOChr01:124183136-124185209	2.481294	3	0.741436183709718	OG0009114	1
Ha412HOChr01:124214238-124217237	8.217748	4	0.23395077391525	OG0005799	5
