chr	start	end	cM_start	cM_end	cM_Mb
Ha412HOChr01	100000001	101000001	27.0938853629018	27.4138708413545	0.319985478452715
Ha412HOChr01	101000001	102000001	27.4138708413545	27.7376562151005	0.323785373745977
Ha412HOChr01	102000001	103000001	27.7376562151005	28.0655659510859	0.327909735985429
Ha412HOChr01	103000001	104000001	28.0655659510859	28.3979336826405	0.332367731554587
Ha412HOChr01	104000001	105000001	28.3979336826405	28.7351087980562	0.337175115415707
Ha412HOChr01	105000001	106000001	28.7351087980562	29.0774473166518	0.342338518595646
Ha412HOChr01	106000001	107000001	29.0774473166518	29.4253160268914	0.347868710239606
Ha412HOChr01	107000001	108000001	29.4253160268914	29.7790869399088	0.353770913017389
Ha412HOChr01	108000001	109000001	29.7790869399088	30.1391421883719	0.360055248463059
Ha412HOChr01	109000001	110000001	30.1391421883719	30.5058686262722	0.366726437900283
Ha412HOChr01	110000001	111000001	30.5058686262722	30.8796618713615	0.373793245089352
Ha412HOChr01	111000001	112000001	30.8796618713615	31.260920632374	0.381258761012433
Ha412HOChr01	112000001	113000001	31.260920632374	31.6500472182116	0.38912658583763
Ha412HOChr01	113000001	114000001	31.6500472182116	32.0474445912456	0.397397373034003
Ha412HOChr01	114000001	115000001	32.0474445912456	32.4535147275553	0.406070136309701
Ha412HOChr01	115000001	116000001	32.4535147275553	32.8686588690249	0.415144141469625
Ha412HOChr01	116000001	117000001	32.8686588690249	33.2932763070503	0.424617438025422
Ha412HOChr01	117000001	118000001	33.2932763070503	33.7277636170937	0.434487310043323
Ha412HOChr01	118000001	119000001	33.7277636170937	34.1725084613705	0.444744844276798
Ha412HOChr01	119000001	120000001	34.1725084613705	34.6278936157026	0.455385154332156
Ha412HOChr01	120000001	121000001	34.6278936157026	35.0942876307843	0.466394015081654
Ha412HOChr01	121000001	122000001	35.0942876307843	35.5720420280296	0.477754397245334
Ha412HOChr01	122000001	123000001	35.5720420280296	36.061497695689	0.489455667659385
Ha412HOChr01	123000001	124000001	36.061497695689	36.5629673605556	0.501469664866562
Ha412HOChr01	124000001	125000001	36.5629673605556	37.0767479241682	0.513780563612684
Ha412HOChr01	125000001	126000001	37.0767479241682	37.6031011485063	0.526353224338088
Ha412HOChr01	126000001	127000001	37.6031011485063	38.1422689850971	0.539167836590757
Ha412HOChr01	127000001	128000001	38.1422689850971	38.6944492832191	0.552180298122039
Ha412HOChr01	128000001	129000001	38.6944492832191	39.259815629874	0.565366346654876
Ha412HOChr01	129000001	130000001	39.259815629874	39.8384886652037	0.578673035329665
Ha412HOChr01	130000001	131000001	39.8384886652037	40.430560094783	0.592071429579313
Ha412HOChr01	131000001	132000001	40.430560094783	41.036058832778	0.605498737994999
Ha412HOChr01	132000001	133000001	41.036058832778	41.6549810997801	0.618922267002105
Ha412HOChr01	133000001	134000001	41.6549810997801	42.2872551334914	0.632274033711354
Ha412HOChr01	134000001	135000001	42.2872551334914	42.9327747729353	0.645519639443854
Ha412HOChr01	135000001	136000001	42.9327747729353	43.591364245309	0.65858947237372
Ha412HOChr01	136000001	137000001	43.591364245309	44.2628124201365	0.671448174827447
Ha412HOChr01	137000001	138000001	44.2628124201365	44.9468363480731	0.684023927936657
Ha412HOChr01	138000001	139000001	44.9468363480731	45.6431172259737	0.69628087790057
Ha412HOChr01	139000001	140000001	45.6431172259737	46.351264654358	0.708147428384287
Ha412HOChr01	140000001	141000001	46.351264654358	47.0708531974752	0.719588543117254
Ha412HOChr01	141000001	142000001	47.0708531974752	47.8013888708272	0.730535673352016
Ha412HOChr01	142000001	143000001	47.8013888708272	48.5423469215737	0.740958050746436
Ha412HOChr01	143000001	144000001	48.5423469215737	49.2931480722533	0.7508011506796
Ha412HOChr01	144000001	145000001	49.2931480722533	50.0531877151764	0.760039642923175
Ha412HOChr01	145000001	146000001	50.0531877151764	50.8218144463613	0.768626731184838
Ha412HOChr01	146000001	147000001	50.8218144463613	51.5983564881039	0.776542041742637
Ha412HOChr01	147000001	148000001	51.5983564881039	52.3821073641048	0.783750876000894
Ha412HOChr01	148000001	149000001	52.3821073641048	53.1723451585259	0.790237794421131
Ha412HOChr01	149000001	150000001	53.1723451585259	53.968320895971	0.795975737445033
Ha412HOChr01	150000001	151000001	53.968320895971	54.7692802608849	0.80095936491395
Ha412HOChr01	151000001	152000001	54.7692802608849	55.5744746366365	0.805194375751611
Ha412HOChr01	152000001	153000001	55.5744746366365	56.3831669005261	0.808692263889569
Ha412HOChr01	153000001	154000001	56.3831669005261	57.1946602066557	0.811493306129599
Ha412HOChr01	154000001	155000001	57.1946602066557	58.0082876327733	0.813627426117584
Ha412HOChr01	155000001	156000001	58.0082876327733	58.8234616744079	0.815174041634613
Ha412HOChr01	156000001	157000001	58.8234616744079	59.6396464504832	0.816184776075282
Ha412HOChr01	157000001	158000001	59.6396464504832	60.4564331557193	0.81678670523609
Ha412HOChr01	158000001	159000001	60.4564331557193	61.2734756281955	0.817042472476189
Ha412HOChr01	159000001	159217232	61.2734756281955	61.4509735741931	0.81709307602342
Ha412HOChr02	1	1000001	9.67528174823636	10.229643349516	0.554361601279668
Ha412HOChr02	1000001	2000001	10.229643349516	10.7839401328634	0.554296783347358
Ha412HOChr02	2000001	3000001	10.7839401328634	11.3380768523089	0.55413671944555
Ha412HOChr02	3000001	4000001	11.3380768523089	11.891891319135	0.553814466826058
Ha412HOChr02	4000001	5000001	11.891891319135	12.4451901464403	0.553298827305261
Ha412HOChr02	5000001	6000001	12.4451901464403	12.997722097337	0.552531950896794
Ha412HOChr02	6000001	7000001	12.997722097337	13.5492066136884	0.551484516351387
Ha412HOChr02	7000001	8000001	13.5492066136884	14.0993037023468	0.550097088658321
Ha412HOChr02	8000001	9000001	14.0993037023468	14.6476444220369	0.548340719690103
Ha412HOChr02	9000001	10000001	14.6476444220369	15.1938034739843	0.546159051947459
Ha412HOChr02	10000001	11000001	15.1938034739843	15.7373322718724	0.543528797888117
Ha412HOChr02	11000001	12000001	15.7373322718724	16.2777454367147	0.540413164842276
Ha412HOChr02	12000001	13000001	16.2777454367147	16.8145412796133	0.53679584289856
Ha412HOChr02	13000001	14000001	16.8145412796133	17.3471896646945	0.532648385081195
Ha412HOChr02	14000001	15000001	17.3471896646945	17.8751512367859	0.527961572091456
Ha412HOChr02	15000001	16000001	17.8751512367859	18.3978782104959	0.522726973710022
Ha412HOChr02	16000001	17000001	18.3978782104959	18.9148263149154	0.516948104419427
Ha412HOChr02	17000001	18000001	18.9148263149154	19.4254737672844	0.510647452368996
Ha412HOChr02	18000001	19000001	19.4254737672844	19.9293130686897	0.50383930140536
Ha412HOChr02	19000001	20000001	19.9293130686897	20.4258713674555	0.496558298765791
Ha412HOChr02	20000001	21000001	20.4258713674555	20.9146939510659	0.488822583610357
Ha412HOChr02	21000001	22000001	20.9146939510659	21.395364016408	0.480670065342132
Ha412HOChr02	22000001	23000001	21.395364016408	21.8674845204135	0.472120504005503
Ha412HOChr02	23000001	24000001	21.8674845204135	22.3306995507885	0.463215030375039
Ha412HOChr02	24000001	25000001	22.3306995507885	22.7846743771094	0.453974826320803
Ha412HOChr02	25000001	26000001	22.7846743771094	23.2291178656578	0.44444348854843
Ha412HOChr02	26000001	27000001	23.2291178656578	23.6637603171934	0.434642451535623
Ha412HOChr02	27000001	28000001	23.6637603171934	24.0883741736809	0.424613856487539
Ha412HOChr02	28000001	29000001	24.0883741736809	24.5027513180733	0.414377144392382
Ha412HOChr02	29000001	30000001	24.5027513180733	24.906719256071	0.403967937997717
Ha412HOChr02	30000001	31000001	24.906719256071	25.3001220595835	0.393402803512441
Ha412HOChr02	31000001	32000001	25.3001220595835	25.6828344426079	0.382712383024415
Ha412HOChr02	32000001	33000001	25.6828344426079	26.0547457599458	0.371911317337911
Ha412HOChr02	33000001	34000001	26.0547457599458	26.4157732875281	0.36102752758228
Ha412HOChr02	34000001	35000001	26.4157732875281	26.7658479546435	0.350074667115404
Ha412HOChr02	35000001	36000001	26.7658479546435	27.104927382883	0.339079428239479
Ha412HOChr02	36000001	37000001	27.104927382883	27.4329824144201	0.328055031537165
Ha412HOChr02	37000001	38000001	27.4329824144201	27.7500100814569	0.317027667036758
Ha412HOChr02	38000001	39000001	27.7500100814569	28.0560203944194	0.306010312962471
Ha412HOChr02	39000001	40000001	28.0560203944194	28.3510490866021	0.295028692182715
Ha412HOChr02	40000001	41000001	28.3510490866021	28.6351445086041	0.284095422001993
Ha412HOChr02	41000001	42000001	28.6351445086041	28.9083797573739	0.273235248769833
Ha412HOChr02	42000001	43000001	28.9083797573739	29.170839728854	0.262459971480094
Ha412HOChr02	43000001	44000001	29.170839728854	29.4226317686126	0.251792039758616
Ha412HOChr02	44000001	45000001	29.4226317686126	29.6638735695753	0.241241800962694
Ha412HOChr02	45000001	46000001	29.6638735695753	29.8947017644711	0.230828194895825
Ha412HOChr02	46000001	47000001	29.8947017644711	30.1152616167928	0.220559852321617
Ha412HOChr02	47000001	48000001	30.1152616167928	30.3257139732839	0.210452356491121
Ha412HOChr02	48000001	49000001	30.3257139732839	30.5262267096619	0.20051273637802
Ha412HOChr02	49000001	50000001	30.5262267096619	30.716980234288	0.190753524626064
Ha412HOChr02	50000001	51000001	30.716980234288	30.8981605285915	0.181180294303534
Ha412HOChr02	51000001	52000001	30.8981605285915	31.0699633336315	0.171802805039977
Ha412HOChr02	52000001	53000001	31.0699633336315	31.2325886463864	0.162625312754951
Ha412HOChr02	53000001	54000001	31.2325886463864	31.3862437278837	0.153655081497305
Ha412HOChr02	54000001	55000001	31.3862437278837	31.5311389083813	0.144895180497571
Ha412HOChr02	55000001	56000001	31.5311389083813	31.6674895310102	0.136350622628886
Ha412HOChr02	56000001	57000001	31.6674895310102	31.795512975923	0.128023444912795
Ha412HOChr02	57000001	58000001	31.795512975923	31.9154297584851	0.119916782562171
Ha412HOChr02	58000001	59000001	31.9154297584851	32.0274622042317	0.112032445746546
Ha412HOChr02	59000001	60000001	32.0274622042317	32.1318367441629	0.104374539931214
Ha412HOChr02	60000001	61000001	32.1318367441629	32.2287820593601	0.0969453151971678
Ha412HOChr02	61000001	62000001	32.2287820593601	32.3185317257631	0.0897496664029802
Ha412HOChr02	62000001	63000001	32.3185317257631	32.401321480697	0.0827897549339767
Ha412HOChr02	63000001	64000001	32.401321480697	32.4773908121697	0.0760693314726595
Ha412HOChr02	64000001	65000001	32.4773908121697	32.5469807996977	0.0695899875280048
Ha412HOChr02	65000001	66000001	32.5469807996977	32.6103351381509	0.0633543384532445
Ha412HOChr02	66000001	67000001	32.6103351381509	32.6676985950143	0.0573634568633565
Ha412HOChr02	67000001	68000001	32.6676985950143	32.7193176128795	0.0516190178652494
Ha412HOChr02	68000001	69000001	32.7193176128795	32.7654392786724	0.046121665792846
Ha412HOChr02	69000001	70000001	32.7654392786724	32.8063115815478	0.0408723028753926
Ha412HOChr02	70000001	71000001	32.8063115815478	32.8421828078217	0.0358712262739118
Ha412HOChr02	71000001	72000001	32.8421828078217	32.8733015302253	0.0311187224035763
Ha412HOChr02	72000001	73000001	32.8733015302253	32.8999163462336	0.0266148160083333
Ha412HOChr02	73000001	74000001	32.8999163462336	32.9222756658824	0.0223593196487641
Ha412HOChr02	74000001	75000001	32.9222756658824	32.9406277190484	0.0183520531660264
Ha412HOChr02	75000001	76000001	32.9406277190484	32.9552202024124	0.0145924833640478
Ha412HOChr02	76000001	77000001	32.9552202024124	32.9663004880954	0.0110802856829295
Ha412HOChr02	77000001	78000001	32.9663004880954	32.9741151831746	0.00781469507924726
Ha412HOChr02	78000001	79000001	32.9741151831746	32.9789104792081	0.0047952960334996
Ha412HOChr02	79000001	80000001	32.9789104792081	32.9809316707192	0.00202119151111901
Ha412HOChr02	80000001	81000001	32.9809316707192	32.9804235921769	0.000508078542324597
Ha412HOChr02	81000001	82000001	32.9804235921769	32.9776301348668	0.00279345731014047
Ha412HOChr02	82000001	83000001	32.9776301348668	32.9727947249233	0.00483540994348175
Ha412HOChr02	83000001	84000001	32.9727947249233	32.9661598710595	0.00663485386383655
Ha412HOChr02	84000001	85000001	32.9661598710595	32.957967644232	0.0081922268274397
Ha412HOChr02	85000001	86000001	32.957967644232	32.9484592817942	0.00950836243777076
Ha412HOChr02	86000001	87000001	32.9484592817942	32.9378756363221	0.0105836454721597
Ha412HOChr02	87000001	88000001	32.9378756363221	32.9264568548858	0.011418781436312
Ha412HOChr02	88000001	89000001	32.9264568548858	32.9144427714706	0.012014083415167
Ha412HOChr02	89000001	90000001	32.9144427714706	32.9020726732276	0.0123700982430037
Ha412HOChr02	90000001	91000001	32.9020726732276	32.8895856177905	0.0124870554371057
Ha412HOChr02	91000001	92000001	32.8895856177905	32.8772202915578	0.0123653262327252
Ha412HOChr02	92000001	93000001	32.8772202915578	32.8652152400419	0.0120050515158709
Ha412HOChr02	93000001	94000001	32.8652152400419	32.8538088164467	0.0114064235952256
Ha412HOChr02	94000001	95000001	32.8538088164467	32.843239319993	0.0105694964537122
Ha412HOChr02	95000001	96000001	32.843239319993	32.8337450262787	0.0094942937142406
Ha412HOChr02	96000001	97000001	32.8337450262787	32.8255642353138	0.00818079096497115
Ha412HOChr02	97000001	98000001	32.8255642353138	32.8189353683783	0.00662886693547193
Ha412HOChr02	98000001	99000001	32.8189353683783	32.8140969342756	0.00483843410270879
Ha412HOChr02	99000001	100000001	32.8140969342756	32.8112876706308	0.00280926364474965
Ha412HOChr02	100000001	101000001	32.8112876706308	32.8107464436427	0.000541226988097776
Ha412HOChr02	101000001	102000001	32.8107464436427	32.8127124049821	0.00196596133935145
Ha412HOChr02	102000001	103000001	32.8127124049821	32.8174248470988	0.00471244211670552
Ha412HOChr02	103000001	104000001	32.8174248470988	32.825123340087	0.0076984929882471
Ha412HOChr02	104000001	105000001	32.825123340087	32.8360475713851	0.0109242312981124
Ha412HOChr02	105000001	106000001	32.8360475713851	32.8504374201636	0.0143898487784995
Ha412HOChr02	106000001	107000001	32.8504374201636	32.8685328170586	0.0180953968949282
Ha412HOChr02	107000001	108000001	32.8685328170586	32.8905737068356	0.0220408897770454
Ha412HOChr02	108000001	109000001	32.8905737068356	32.9167999705758	0.0262262637401847
Ha412HOChr02	109000001	110000001	32.9167999705758	32.947451220492	0.0306512499161968
Ha412HOChr02	110000001	111000001	32.947451220492	32.9827668339161	0.0353156134240535
Ha412HOChr02	111000001	112000001	32.9827668339161	33.022985517524	0.0402186836079039
Ha412HOChr02	112000001	113000001	33.022985517524	33.0683455088889	0.0453599913649114
Ha412HOChr02	113000001	114000001	33.0683455088889	33.1190838398283	0.0507383309394029
Ha412HOChr02	114000001	115000001	33.1190838398283	33.1754367696345	0.0563529298062662
Ha412HOChr02	115000001	116000001	33.1754367696345	33.237638673255	0.0622019036204691
Ha412HOChr02	116000001	117000001	33.237638673255	33.3059227714418	0.0682840981868367
Ha412HOChr02	117000001	118000001	33.3059227714418	33.3805195525113	0.0745967810694239
Ha412HOChr02	118000001	119000001	33.3805195525113	33.4616578925215	0.0811383400101988
Ha412HOChr02	119000001	120000001	33.4616578925215	33.5495629509344	0.0879050584129288
Ha412HOChr02	120000001	121000001	33.5495629509344	33.6444577021545	0.0948947512201173
Ha412HOChr02	121000001	122000001	33.6444577021545	33.7465600969526	0.102102394798088
Ha412HOChr02	122000001	123000001	33.7465600969526	33.8560854883523	0.109525391399693
Ha412HOChr02	123000001	124000001	33.8560854883523	33.9732438620221	0.117158373669831
Ha412HOChr02	124000001	125000001	33.9732438620221	34.0982423069308	0.124998444908684
Ha412HOChr02	125000001	126000001	34.0982423069308	34.2312816926027	0.133039385671928
Ha412HOChr02	126000001	127000001	34.2312816926027	34.3725593742158	0.141277681613111
Ha412HOChr02	127000001	128000001	34.3725593742158	34.5222648690067	0.14970549479083
Ha412HOChr02	128000001	129000001	34.5222648690067	34.6805843953438	0.158319526337124
Ha412HOChr02	129000001	130000001	34.6805843953438	34.8476988140655	0.167114418721688
Ha412HOChr02	130000001	131000001	34.8476988140655	35.0237870914748	0.176088277409271
Ha412HOChr02	131000001	132000001	35.0237870914748	35.2090259732637	0.185238881788919
Ha412HOChr02	132000001	133000001	35.2090259732637	35.4035907695688	0.194564796305123
Ha412HOChr02	133000001	134000001	35.4035907695688	35.6076532689155	0.204062499346747
Ha412HOChr02	134000001	135000001	35.6076532689155	35.8213827756279	0.213729506712376
Ha412HOChr02	135000001	136000001	35.8213827756279	36.0449421788356	0.223559403207702
Ha412HOChr02	136000001	137000001	36.0449421788356	36.2784904051125	0.233548226276852
Ha412HOChr02	137000001	138000001	36.2784904051125	36.5221769460032	0.243686540890714
Ha412HOChr02	138000001	139000001	36.5221769460032	36.7761456848676	0.253968738864387
Ha412HOChr02	139000001	140000001	36.7761456848676	37.040527507355	0.264381822487373
Ha412HOChr02	140000001	141000001	37.040527507355	37.3154463648435	0.27491885748853
Ha412HOChr02	141000001	142000001	37.3154463648435	37.6010114693373	0.285565104493834
Ha412HOChr02	142000001	143000001	37.6010114693373	37.8973248761263	0.296313406789032
Ha412HOChr02	143000001	144000001	37.8973248761263	38.2044747530174	0.30714987689101
Ha412HOChr02	144000001	145000001	38.2044747530174	38.5225422176981	0.318067464680702
Ha412HOChr02	145000001	146000001	38.5225422176981	38.851594074863	0.329051857164941
Ha412HOChr02	146000001	147000001	38.851594074863	39.1916890296172	0.340094954754179
Ha412HOChr02	147000001	148000001	39.1916890296172	39.5428677017004	0.351178672083236
Ha412HOChr02	148000001	149000001	39.5428677017004	39.9051604822904	0.362292780590032
Ha412HOChr02	149000001	150000001	39.9051604822904	40.278574933682	0.373414451391518
Ha412HOChr02	150000001	151000001	40.278574933682	40.6631065166669	0.384531582984899
Ha412HOChr02	151000001	152000001	40.6631065166669	41.0587251149092	0.395618598242322
Ha412HOChr02	152000001	153000001	41.0587251149092	41.4653875933165	0.406662478407348
Ha412HOChr02	153000001	154000001	41.4653875933165	41.8830243188992	0.417636725582675
Ha412HOChr02	154000001	155000001	41.8830243188992	42.3115522534997	0.42852793460046
Ha412HOChr02	155000001	156000001	42.3115522534997	42.7508612361866	0.43930898268696
Ha412HOChr02	156000001	157000001	42.7508612361866	43.2008285881364	0.449967351949788
Ha412HOChr02	157000001	158000001	43.2008285881364	43.6613086817296	0.460480093593212
Ha412HOChr02	158000001	159000001	43.6613086817296	44.13214599899	0.470837317260369
Ha412HOChr02	159000001	160000001	44.13214599899	44.6131684093092	0.48102241031917
Ha412HOChr02	160000001	161000001	44.6131684093092	45.1041949357519	0.491026526442724
Ha412HOChr02	161000001	162000001	45.1041949357519	45.6050258287071	0.500830892955229
Ha412HOChr02	162000001	163000001	45.6050258287071	46.115450500391	0.510424671683843
Ha412HOChr02	163000001	164000001	46.115450500391	46.6352337830037	0.519783282612735
Ha412HOChr02	164000001	165000001	46.6352337830037	47.1641265669153	0.52889278391163
Ha412HOChr02	165000001	166000001	47.1641265669153	47.70184855519	0.537721988274718
Ha412HOChr02	166000001	167000001	47.70184855519	48.2481038464252	0.54625529123517
Ha412HOChr02	167000001	168000001	48.2481038464252	48.8025653086562	0.554461462231004
Ha412HOChr02	168000001	169000001	48.8025653086562	49.3648898735102	0.562324564853959
Ha412HOChr02	169000001	170000001	49.3648898735102	49.9347019575432	0.569812084032975
Ha412HOChr02	170000001	171000001	49.9347019575432	50.5116082038956	0.576906246352486
Ha412HOChr02	171000001	172000001	50.5116082038956	51.0951766771169	0.58356847322122
