gene	rec_mean	orthogroup	freq
Ha412HOChr01:1098313-1100904	0.219402292757273	OG0007593	2
Ha412HOChr01:110072522-110073840	0.46564177324233	OG0020108	3
Ha412HOChr01:110072605-110073914	0.465608640911802	OG0015743	6
Ha412HOChr01:1101039-1102214	0.219369160426744	OG0014992	1
Ha412HOChr01:110379332-110383193	0.465575508581274	OG0017778	5
Ha412HOChr01:110421969-110423887	0.465542376250745	OG0022545	3
Ha412HOChr01:110468363-110472407	0.465509243920217	OG0002543	3
Ha412HOChr01:110482175-110483730	0.465476111589689	OG0004652	3
Ha412HOChr01:110483732-110485452	0.465442979259161	OG0019976	2
Ha412HOChr01:110495677-110498595	0.465409846928633	OG0022545	3
Ha412HOChr01:110567831-110575474	0.465376714598105	OG0001400	3
Ha412HOChr01:110680204-110685328	0.465343582267577	OG0012505	1
Ha412HOChr01:110754190-110757700	0.465310449937049	OG0002494	4
Ha412HOChr01:110889779-110893380	0.46527731760652	OG0013140	3
Ha412HOChr01:11115263-11122402	0.208203565038765	OG0002780	2
Ha412HOChr01:111195047-111199362	0.475945928036578	OG0013140	3
Ha412HOChr01:1112616-1116435	0.219336028096216	OG0003108	3
Ha412HOChr01:111372336-111374375	0.47591279570605	OG0013140	3
Ha412HOChr01:111532648-111543720	0.475879663375522	OG0001808	3
Ha412HOChr01:11199181-11204350	0.208170432708237	OG0008336	2
Ha412HOChr01:112186554-112190612	0.492247034656418	OG0008551	1
Ha412HOChr01:11221259-11226574	0.208137300377709	OG0026904	2
Ha412HOChr01:112680109-112686057	0.49221390232589	OG0009419	3
Ha412HOChr01:112717442-112720004	0.492180769995361	OG0022546	1
Ha412HOChr01:112788793-112790104	0.492147637664833	OG0020109	4
Ha412HOChr01:112793655-112797273	0.492114505334305	OG0003158	2
Ha412HOChr01:112929604-112931853	0.492081373003777	OG0004304	3
Ha412HOChr01:112984826-112986677	0.492048240673249	OG0014032	1
Ha412HOChr01:112987333-112988264	0.492015108342721	OG0012899	1
Ha412HOChr01:112990502-112996322	0.491981976012193	OG0003982	1
Ha412HOChr01:113221234-113224043	0.505599363859254	OG0002191	5
Ha412HOChr01:113224770-113226738	0.505566231528726	OG0017780	2
Ha412HOChr01:113406044-113409928	0.505533099198198	OG0010419	1
Ha412HOChr01:113410975-113418299	0.50549996686767	OG0006969	3
Ha412HOChr01:113622593-113624006	0.505466834537141	OG0001307	5
Ha412HOChr01:113622744-113623987	0.505433702206613	OG0022547	1
Ha412HOChr01:113649317-113651994	0.505400569876085	OG0010326	1
Ha412HOChr01:113716496-113719587	0.505367437545557	OG0022548	3
Ha412HOChr01:11372541-11377236	0.20810416804718	OG0002187	3
Ha412HOChr01:113790094-113794351	0.505334305215029	OG0022549	3
Ha412HOChr01:11380646-11386767	0.208071035716652	OG0004113	3
Ha412HOChr01:113862194-113871261	0.505301172884501	OG0003324	3
Ha412HOChr01:113895736-113899916	0.505268040553973	OG0005135	3
Ha412HOChr01:113908707-113912740	0.505234908223444	OG0005135	3
Ha412HOChr01:113972551-113984482	0.505201775892916	OG0010098	1
Ha412HOChr01:114109285-114112187	0.51239149161752	OG0001571	4
Ha412HOChr01:114286815-114288409	0.512358359286992	OG0005937	2
Ha412HOChr01:114291680-114298447	0.512325226956464	OG0000809	7
Ha412HOChr01:114330529-114334564	0.512292094625936	OG0005937	2
Ha412HOChr01:114336103-114337868	0.512258962295408	OG0010514	1
Ha412HOChr01:114339342-114342468	0.51222582996488	OG0003786	3
Ha412HOChr01:114603463-114606672	0.512192697634352	OG0001789	4
Ha412HOChr01:114607672-114611062	0.512159565303823	OG0010642	1
Ha412HOChr01:114689516-114694188	0.512126432973295	OG0005659	3
Ha412HOChr01:11498733-11501332	0.208037903386124	OG0000087	9
Ha412HOChr01:115389604-115390569	0.520310118613743	OG0001377	5
Ha412HOChr01:115595252-115597219	0.520276986283215	OG0001377	5
Ha412HOChr01:115673479-115676423	0.520243853952687	OG0002457	2
Ha412HOChr01:115678247-115696261	0.520210721622159	OG0001601	4
Ha412HOChr01:115770391-115779110	0.520177589291631	OG0006683	2
Ha412HOChr01:115974061-115976684	0.520144456961103	OG0007392	2
Ha412HOChr01:116164647-116171854	0.528825127559473	OG0000353	10
Ha412HOChr01:116167591-116172587	0.528791995228944	OG0008530	1
Ha412HOChr01:116243049-116246500	0.528758862898416	OG0013866	1
Ha412HOChr01:116252995-116261772	0.528725730567888	OG0007457	2
Ha412HOChr01:116497135-116500332	0.52869259823736	OG0001676	5
Ha412HOChr01:116728810-116730857	0.528659465906832	OG0001276	2
Ha412HOChr01:116731732-116735495	0.528626333576304	OG0010764	1
Ha412HOChr01:117094350-117097770	0.535484725995627	OG0019753	1
Ha412HOChr01:117135560-117139011	0.535451593665098	OG0004467	1
Ha412HOChr01:117148047-117157207	0.53541846133457	OG0008448	2
Ha412HOChr01:117161054-117162382	0.535385329004042	OG0000745	3
Ha412HOChr01:117164190-117168803	0.535352196673514	OG0015426	1
Ha412HOChr01:117237132-117238347	0.535319064342986	OG0000384	1
Ha412HOChr01:117341683-117344035	0.535285932012458	OG0021659	2
Ha412HOChr01:117381728-117383385	0.53525279968193	OG0004891	3
Ha412HOChr01:117466326-117467510	0.535219667351401	OG0026945	2
Ha412HOChr01:117469291-117470769	0.535186535020873	OG0007483	2
Ha412HOChr01:117480106-117481939	0.535153402690345	OG0001575	2
Ha412HOChr01:117482579-117495251	0.535120270359817	OG0012265	1
Ha412HOChr01:117628925-117636290	0.535087138029289	OG0009843	2
Ha412HOChr01:11770063-11774009	0.208004771055596	OG0000144	8
Ha412HOChr01:118042551-118044331	0.546849115366775	OG0022550	1
Ha412HOChr01:118042597-118043364	0.546815983036247	OG0003204	5
Ha412HOChr01:118266953-118274541	0.546782850705719	OG0020112	1
Ha412HOChr01:118309861-118330989	0.54674971837519	OG0000773	3
Ha412HOChr01:118512476-118518450	0.546716586044662	OG0002448	8
Ha412HOChr01:118624675-118633140	0.546683453714134	OG0001204	4
Ha412HOChr01:118643423-118643822	0.546650321383606	OG0026946	2
Ha412HOChr01:118644008-118657015	0.546617189053078	OG0008201	2
Ha412HOChr01:118697986-118704513	0.54658405672255	OG0001037	5
Ha412HOChr01:118814875-118816078	0.546550924392022	OG0003042	2
Ha412HOChr01:119043291-119048822	0.555330991981976	OG0003259	5
Ha412HOChr01:119151726-119152822	0.555297859651448	OG0003853	3
Ha412HOChr01:119225763-119228559	0.55526472732092	OG0003007	3
Ha412HOChr01:119247125-119260983	0.555231594990392	OG0001492	10
Ha412HOChr01:119491268-119499514	0.555198462659864	OG0001172	7
Ha412HOChr01:119532346-119536919	0.555165330329335	OG0001052	4
Ha412HOChr01:119549066-119552596	0.555132197998807	OG0013740	1
Ha412HOChr01:119578012-119594101	0.555099065668279	OG0008855	3
Ha412HOChr01:119775264-119775923	0.555065933337751	OG0017781	3
Ha412HOChr01:119804155-119809695	0.555032801007223	OG0007849	2
Ha412HOChr01:119934769-119936009	0.554999668676695	OG0001470	8
Ha412HOChr01:119940776-119943428	0.554966536346167	OG0026947	2
Ha412HOChr01:120080693-120081891	0.564541779868796	OG0001470	8
Ha412HOChr01:120106847-120108725	0.564508647538268	OG0001022	2
Ha412HOChr01:120251865-120253783	0.56447551520774	OG0001829	3
Ha412HOChr01:12034214-12034540	0.206281889868133	OG0026906	2
Ha412HOChr01:120346180-120350994	0.564442382877212	OG0000916	1
Ha412HOChr01:120365802-120366631	0.564409250546683	OG0002269	5
Ha412HOChr01:120366980-120367444	0.564376118216155	OG0000186	8
Ha412HOChr01:120372054-120372866	0.564342985885627	OG0000907	1
Ha412HOChr01:120412640-120418516	0.564309853555099	OG0008888	1
Ha412HOChr01:120622320-120625034	0.564276721224571	OG0007319	2
Ha412HOChr01:120715343-120719046	0.564243588894043	OG0003852	3
Ha412HOChr01:120772064-120778447	0.564210456563515	OG0009431	1
Ha412HOChr01:121287391-121289367	0.574580876018819	OG0009258	1
Ha412HOChr01:121356227-121357483	0.574547743688291	OG0000555	6
Ha412HOChr01:121379073-121385194	0.574514611357763	OG0002031	4
Ha412HOChr01:121399781-121405320	0.574481479027235	OG0002031	4
Ha412HOChr01:121493860-121501093	0.574448346696707	OG0007841	2
Ha412HOChr01:121537025-121541913	0.574415214366178	OG0007841	2
Ha412HOChr01:121760329-121780951	0.57438208203565	OG0012762	1
Ha412HOChr01:121873038-121875119	0.574348949705122	OG0015800	7
Ha412HOChr01:121978369-121983708	0.574315817374594	OG0011920	1
Ha412HOChr01:121985654-121989969	0.574282685044066	OG0010612	1
Ha412HOChr01:122003689-122007391	0.589159101451196	OG0015800	7
Ha412HOChr01:122276478-122278036	0.589125969120668	OG0015800	7
Ha412HOChr01:122551102-122553161	0.58909283679014	OG0015800	7
Ha412HOChr01:122753632-122754861	0.589059704459612	OG0008977	5
Ha412HOChr01:122841716-122843758	0.589026572129084	OG0008977	5
Ha412HOChr01:122977830-122982799	0.588993439798555	OG0002761	4
Ha412HOChr01:122983871-122987422	0.588960307468027	OG0016250	1
Ha412HOChr01:123063173-123064800	0.602842753959314	OG0000811	7
Ha412HOChr01:123229691-123230059	0.602809621628785	OG0017782	3
Ha412HOChr01:123302451-123314355	0.602776489298257	OG0009305	1
Ha412HOChr01:123372136-123377047	0.602743356967729	OG0008257	1
Ha412HOChr01:123375550-123381496	0.602710224637201	OG0008251	1
Ha412HOChr01:123816963-123821719	0.602677092306673	OG0004616	3
Ha412HOChr01:123827728-123836505	0.602643959976145	OG0010337	1
Ha412HOChr01:123860389-123864854	0.602610827645617	OG0011921	1
Ha412HOChr01:123897521-123900218	0.602577695315088	OG0002247	4
Ha412HOChr01:123977704-123982243	0.60254456298456	OG0009721	2
Ha412HOChr01:123993473-123995696	0.602511430654032	OG0015800	7
Ha412HOChr01:123998966-124000238	0.609436087734411	OG0015800	7
Ha412HOChr01:124001243-124005022	0.617056523755881	OG0006682	1
Ha412HOChr01:124007123-124009715	0.617023391425353	OG0010707	2
Ha412HOChr01:124150058-124155677	0.616990259094825	OG0002044	3
Ha412HOChr01:124183136-124185209	0.616957126764297	OG0009114	1
Ha412HOChr01:124214238-124217237	0.616923994433768	OG0005799	5
Ha412HOChr01:124332532-124336652	0.61689086210324	OG0005799	5
Ha412HOChr01:12434018-12434769	0.206248757537605	OG0010609	1
Ha412HOChr01:124429654-124432779	0.616857729772712	OG0005799	5
Ha412HOChr01:124460004-124464275	0.616824597442184	OG0009804	1
Ha412HOChr01:124464285-124468782	0.616791465111656	OG0010587	2
Ha412HOChr01:124496505-124499948	0.616758332781128	OG0004296	3
Ha412HOChr01:124499950-124500831	0.6167252004506	OG0004296	3
Ha412HOChr01:124551394-124553023	0.616692068120072	OG0011036	1
Ha412HOChr01:124827394-124829801	0.616658935789543	OG0014549	4
Ha412HOChr01:124837457-124843679	0.616625803459015	OG0012336	1
Ha412HOChr01:12521628-12537659	0.206215625207077	OG0020093	2
Ha412HOChr01:125449119-125452354	0.63001126499238	OG0026948	2
Ha412HOChr01:125635966-125645005	0.629978132661851	OG0002274	5
Ha412HOChr01:125651778-125657480	0.629945000331323	OG0011432	1
Ha412HOChr01:125681245-125688363	0.629911868000795	OG0002274	5
Ha412HOChr01:125801406-125809074	0.629878735670267	OG0005352	2
Ha412HOChr01:125848811-125855581	0.629845603339739	OG0000378	5
Ha412HOChr01:12594671-12596238	0.206182492876549	OG0001853	3
Ha412HOChr01:12599970-12610214	0.206149360546021	OG0013412	1
Ha412HOChr01:126042065-126053943	0.650288251275595	OG0008891	1
Ha412HOChr01:126115628-126121283	0.650255118945067	OG0003037	4
Ha412HOChr01:126138363-126150795	0.650221986614538	OG0001568	5
Ha412HOChr01:126213646-126216347	0.65018885428401	OG0001018	1
Ha412HOChr01:12641249-12645847	0.206116228215493	OG0010600	1
Ha412HOChr01:126581390-126594530	0.650155721953482	OG0017783	2
Ha412HOChr01:126633707-126642945	0.650122589622954	OG0022552	3
Ha412HOChr01:126692138-126692749	0.650089457292426	OG0004902	1
Ha412HOChr01:126696999-126700201	0.650056324961898	OG0003352	3
Ha412HOChr01:126725771-126727688	0.65002319263137	OG0005066	2
Ha412HOChr01:126827879-126828529	0.649990060300842	OG0026949	2
Ha412HOChr01:126830006-126831619	0.649956927970313	OG0026934	2
Ha412HOChr01:126848787-126851075	0.649923795639785	OG0005537	5
Ha412HOChr01:126938081-126942461	0.649890663309257	OG0002343	2
Ha412HOChr01:126943318-126946224	0.649857530978729	OG0006084	4
Ha412HOChr01:126988430-126993611	0.649824398648201	OG0006582	2
Ha412HOChr01:127001664-127002935	0.680604333708833	OG0003015	4
Ha412HOChr01:127013542-127016439	0.680571201378305	OG0026950	2
Ha412HOChr01:127076081-127078622	0.680538069047777	OG0004563	4
Ha412HOChr01:127181040-127183585	0.680504936717249	OG0001841	6
Ha412HOChr01:127259203-127261634	0.680471804386721	OG0004651	2
Ha412HOChr01:127289035-127290932	0.680438672056192	OG0000222	10
Ha412HOChr01:127373909-127377885	0.680405539725664	OG0010497	2
Ha412HOChr01:1274208-1282313	0.219302895765688	OG0012780	1
Ha412HOChr01:127440250-127441961	0.680372407395136	OG0000708	7
Ha412HOChr01:127628386-127633309	0.680339275064608	OG0007437	3
Ha412HOChr01:12845222-12849571	0.206083095884965	OG0010936	2
Ha412HOChr01:128489102-128491834	0.699357232787754	OG0000648	7
Ha412HOChr01:128580604-128585506	0.699324100457226	OG0026951	2
Ha412HOChr01:128658782-128661500	0.699290968126698	OG0000648	7
Ha412HOChr01:1287966-1289015	0.21926976343516	OG0011962	1
Ha412HOChr01:128843653-128848944	0.69925783579617	OG0003856	4
Ha412HOChr01:12890448-12896707	0.206049963554436	OG0003715	1
Ha412HOChr01:129250218-129252189	0.716718573984494	OG0010867	1
Ha412HOChr01:129252695-129256642	0.716685441653966	OG0006720	3
Ha412HOChr01:129418909-129420455	0.716652309323438	OG0001006	6
Ha412HOChr01:129473553-129475148	0.71661917699291	OG0001006	6
Ha412HOChr01:129616639-129619638	0.716586044662382	OG0001006	6
Ha412HOChr01:129680304-129682067	0.716552912331853	OG0001006	6
Ha412HOChr01:12980005-12985806	0.206016831223908	OG0010033	3
Ha412HOChr01:129844224-129846056	0.716519780001325	OG0017724	1
Ha412HOChr01:129892929-129897416	0.716486647670797	OG0002037	7
Ha412HOChr01:129910368-129911585	0.716453515340269	OG0002037	7
Ha412HOChr01:130036815-130045893	0.739579882048903	OG0002037	7
Ha412HOChr01:130087864-130100373	0.739546749718375	OG0002037	7
Ha412HOChr01:130176863-130181440	0.739513617387847	OG0003584	3
Ha412HOChr01:130195904-130203357	0.739480485057319	OG0009269	2
Ha412HOChr01:130308216-130311453	0.739447352726791	OG0005536	3
Ha412HOChr01:130316729-130325036	0.739414220396263	OG0003440	3
Ha412HOChr01:130412297-130415455	0.739381088065735	OG0004134	3
Ha412HOChr01:130415888-130423368	0.739347955735206	OG0006718	2
Ha412HOChr01:130501182-130502611	0.739314823404678	OG0001370	2
Ha412HOChr01:130706339-130706907	0.73928169107415	OG0007436	2
Ha412HOChr01:130714361-130714945	0.739248558743622	OG0002923	3
Ha412HOChr01:130764210-130764674	0.739215426413094	OG0004026	2
Ha412HOChr01:130829833-130834278	0.739182294082566	OG0009645	2
Ha412HOChr01:130839642-130845434	0.739149161752038	OG0000983	6
Ha412HOChr01:130906868-130908734	0.73911602942151	OG0020113	4
Ha412HOChr01:130947606-130949605	0.739082897090981	OG0007552	3
Ha412HOChr01:130953802-130960642	0.739049764760453	OG0003723	2
Ha412HOChr01:131015419-131019825	0.76267311642701	OG0012159	1
Ha412HOChr01:131029981-131033087	0.762639984096481	OG0013351	1
Ha412HOChr01:131050093-131050386	0.762606851765953	OG0026952	2
Ha412HOChr01:131083814-131084533	0.762573719435425	OG0026952	2
Ha412HOChr01:131088921-131094196	0.762540587104897	OG0022554	3
Ha412HOChr01:131188949-131191827	0.762507454774369	OG0026953	2
Ha412HOChr01:131276507-131281651	0.762474322443841	OG0022555	3
Ha412HOChr01:131339244-131345135	0.762441190113313	OG0000874	6
Ha412HOChr01:131429583-131432741	0.762408057782784	OG0005288	3
Ha412HOChr01:131435643-131447125	0.762374925452256	OG0003195	5
Ha412HOChr01:131528430-131542667	0.762341793121728	OG0001808	3
Ha412HOChr01:131541926-131544841	0.7623086607912	OG0009068	2
Ha412HOChr01:131595237-131600517	0.762275528460672	OG0001518	6
Ha412HOChr01:131605502-131607061	0.762242396130144	OG0019778	1
Ha412HOChr01:131658984-131668446	0.762209263799616	OG0014453	2
Ha412HOChr01:131708278-131709988	0.762176131469088	OG0002944	1
Ha412HOChr01:131717906-131724362	0.762142999138559	OG0009933	2
Ha412HOChr01:131732491-131741464	0.762109866808031	OG0002315	4
Ha412HOChr01:131760789-131762725	0.762076734477503	OG0002315	4
Ha412HOChr01:131781934-131788039	0.762043602146975	OG0002315	4
Ha412HOChr01:131828890-131831050	0.762010469816447	OG0001307	5
Ha412HOChr01:131886657-131893236	0.761977337485919	OG0005016	8
Ha412HOChr01:131887001-131888109	0.761944205155391	OG0022556	3
Ha412HOChr01:131935010-131939308	0.761911072824862	OG0000046	7
Ha412HOChr01:132158260-132172184	0.782154926777549	OG0000818	7
Ha412HOChr01:132173464-132176142	0.782121794447021	OG0002902	3
Ha412HOChr01:132629208-132645698	0.782088662116493	OG0002614	2
Ha412HOChr01:132663677-132667241	0.782055529785965	OG0010820	1
Ha412HOChr01:132676725-132680466	0.782022397455437	OG0011030	1
Ha412HOChr01:132681580-132690087	0.781989265124909	OG0000392	7
Ha412HOChr01:132738792-132739118	0.781956132794381	OG0000131	8
Ha412HOChr01:132747165-132747719	0.781923000463853	OG0000131	8
Ha412HOChr01:132797214-132797792	0.781889868133325	OG0000131	8
Ha412HOChr01:132820636-132821541	0.781856735802796	OG0000131	8
Ha412HOChr01:132907579-132913373	0.781823603472268	OG0005070	2
Ha412HOChr01:133007870-133009136	0.806109601749387	OG0024397	1
Ha412HOChr01:133352763-133356472	0.806076469418859	OG0006966	3
Ha412HOChr01:133368929-133372737	0.806043337088331	OG0008042	2
Ha412HOChr01:133472290-133475051	0.806010204757803	OG0001311	6
Ha412HOChr01:133559442-133562855	0.805977072427275	OG0014034	2
Ha412HOChr01:133617947-133625892	0.805943940096746	OG0002556	4
Ha412HOChr01:133762937-133767367	0.805910807766218	OG0013031	1
Ha412HOChr01:133898434-133900841	0.80587767543569	OG0004990	2
Ha412HOChr01:133945751-133948546	0.805844543105162	OG0002904	4
Ha412HOChr01:134035041-134039718	0.831952819561328	OG0000459	4
Ha412HOChr01:134076508-134079040	0.8319196872308	OG0026954	2
Ha412HOChr01:134122118-134122834	0.831886554900272	OG0003833	3
Ha412HOChr01:134147694-134156755	0.831853422569744	OG0000739	7
Ha412HOChr01:134154170-134156758	0.831820290239215	OG0001304	4
Ha412HOChr01:134205838-134208930	0.831787157908687	OG0005294	2
Ha412HOChr01:134209461-134221129	0.831754025578159	OG0009106	1
Ha412HOChr01:134225242-134228945	0.831720893247631	OG0012142	1
Ha412HOChr01:134299405-134305952	0.831687760917103	OG0005504	2
Ha412HOChr01:134320702-134324656	0.831654628586575	OG0009602	2
Ha412HOChr01:134325890-134333157	0.831621496256047	OG0011371	1
Ha412HOChr01:134398554-134403144	0.831588363925518	OG0003905	2
Ha412HOChr01:13445016-13447925	0.20492346431648	OG0004622	1
Ha412HOChr01:13448777-13450105	0.204890331985952	OG0010625	1
Ha412HOChr01:134609450-134610875	0.83155523159499	OG0016599	5
Ha412HOChr01:134614059-134617695	0.831522099264462	OG0012050	1
Ha412HOChr01:134625218-134630173	0.831488966933934	OG0006678	1
Ha412HOChr01:134628909-134630309	0.831455834603406	OG0002576	5
Ha412HOChr01:134701453-134708282	0.831422702272878	OG0001008	3
Ha412HOChr01:134764583-134768321	0.83138956994235	OG0004441	3
Ha412HOChr01:13482287-13487743	0.204857199655424	OG0012793	2
Ha412HOChr01:134837014-134842323	0.831356437611822	OG0000889	5
Ha412HOChr01:13488432-13493665	0.204824067324896	OG0001353	4
Ha412HOChr01:134921207-134924066	0.831323305281294	OG0022557	1
Ha412HOChr01:134968634-134978196	0.831290172950765	OG0007471	1
Ha412HOChr01:134978610-134984321	0.831257040620237	OG0014491	2
Ha412HOChr01:135113469-135120551	0.847425617917964	OG0002390	2
Ha412HOChr01:13511735-13519333	0.204790934994368	OG0001343	3
Ha412HOChr01:135205641-135208690	0.847392485587436	OG0001962	7
Ha412HOChr01:135227928-135236725	0.847359353256908	OG0004913	2
Ha412HOChr01:13523361-13526682	0.204757802663839	OG0001524	4
Ha412HOChr01:135250737-135259779	0.84732622092638	OG0007411	2
Ha412HOChr01:135250955-135253582	0.847293088595852	OG0006330	4
Ha412HOChr01:13530314-13541751	0.204724670333311	OG0001089	5
Ha412HOChr01:1353184-1357018	0.219236631104632	OG0006204	1
Ha412HOChr01:135324009-135328382	0.847259956265324	OG0026955	2
Ha412HOChr01:135353798-135357382	0.847226823934796	OG0026956	2
Ha412HOChr01:135358629-135366081	0.847193691604267	OG0003217	2
Ha412HOChr01:135517223-135520290	0.847160559273739	OG0003747	3
Ha412HOChr01:135525801-135526983	0.847127426943211	OG0022558	3
Ha412HOChr01:1356602-1359156	0.219203498774104	OG0004988	1
Ha412HOChr01:135748617-135748850	0.847094294612683	OG0026957	2
Ha412HOChr01:13575184-13578065	0.204691538002783	OG0015578	2
Ha412HOChr01:135760201-135761379	0.847061162282155	OG0022558	3
Ha412HOChr01:135767160-135769323	0.847028029951627	OG0026925	2
Ha412HOChr01:135776678-135779763	0.846994897621099	OG0000628	9
Ha412HOChr01:13579738-13581229	0.204658405672255	OG0022530	3
Ha412HOChr01:135840997-135843968	0.846961765290571	OG0000628	9
Ha412HOChr01:135990927-135996480	0.846928632960042	OG0000628	9
Ha412HOChr01:136117865-136128062	0.868895368100192	OG0004915	1
Ha412HOChr01:136132721-136134550	0.868862235769664	OG0013338	1
Ha412HOChr01:136135343-136139096	0.868829103439136	OG0007005	1
Ha412HOChr01:136183082-136183817	0.868795971108608	OG0006590	2
Ha412HOChr01:136186025-136189363	0.86876283877808	OG0002545	3
Ha412HOChr01:136210273-136214094	0.868729706447552	OG0012721	1
Ha412HOChr01:136241950-136247537	0.868696574117023	OG0002812	2
Ha412HOChr01:136318173-136322739	0.868663441786495	OG0002042	3
Ha412HOChr01:136339307-136352561	0.868630309455967	OG0009283	1
Ha412HOChr01:1363718-1367055	0.219170366443576	OG0004644	3
Ha412HOChr01:136394561-136403643	0.868597177125439	OG0007303	2
Ha412HOChr01:136469586-136477710	0.868564044794911	OG0004267	4
Ha412HOChr01:136471040-136472435	0.868530912464383	OG0020114	3
Ha412HOChr01:136506216-136510871	0.868497780133855	OG0004267	4
Ha412HOChr01:136521725-136529102	0.868464647803326	OG0012996	2
Ha412HOChr01:136526241-136529103	0.868431515472798	OG0009752	2
Ha412HOChr01:136646620-136647548	0.86839838314227	OG0000490	10
Ha412HOChr01:136650249-136651442	0.868365250811742	OG0000490	10
Ha412HOChr01:136664243-136666374	0.868332118481214	OG0016163	1
Ha412HOChr01:136668218-136670720	0.868298986150686	OG0009076	2
Ha412HOChr01:136734602-136734913	0.868265853820158	OG0004727	3
Ha412HOChr01:136781753-136785834	0.86823272148963	OG0001900	3
Ha412HOChr01:136815298-136821251	0.868199589159101	OG0003814	2
